name,author,img_paths,bounding_boxes,text
"Good Calories, Bad Calories",Gary Taubes,dataset\adjusted_dataset\Science-Geography\0000151.jpg,"[[[64, 126], [492, 126], [492, 180], [64, 180]]]","[""calories""]"
The Blind Watchmaker,Richard Dawkins,dataset\adjusted_dataset\Science-Geography\0000152.jpg,"[[[63, 337], [416, 337], [416, 392], [63, 392]]]","[""the blind""]"
The Continuum Concept,Jean Liedloff,dataset\adjusted_dataset\Science-Geography\0000153.jpg,"[[[130, 128], [377, 128], [377, 192], [130, 192]]]","[""continuum concett""]"
Theatre of the World,Thomas Reinertsen Berg,dataset\adjusted_dataset\Science-Geography\0000154.jpg,[],[]
Mycelium Running,Paul Stamets,dataset\adjusted_dataset\Science-Geography\0000155.jpg,"[[[25, 17], [489, 17], [489, 215], [25, 215]]]","[""mycelium running huw musbruoms can help save iee wiorld""]"
The Elements,Nick Mann,dataset\adjusted_dataset\Science-Geography\0000156.jpg,"[[[25, 201], [503, 201], [503, 453], [25, 453]]]","[""eelements ke wnoicacy""]"
See Inside Maths,Minna Lacey,dataset\adjusted_dataset\Science-Geography\0000157.jpg,"[[[104, 74], [428, 74], [428, 150], [104, 150]]]","[""maths""]"
Moonwalking with Einstein,Joshua Foer,dataset\adjusted_dataset\Science-Geography\0000158.jpg,"[[[5, 33], [512, 33], [512, 311], [5, 311]]]","[""joshua foer aemcaocrtn c#cattmng bgcnte moonwalking with einstein""]"
Mindsight,Daniel Siegel,dataset\adjusted_dataset\Science-Geography\0000159.jpg,[],[]
The Origin of Species,Charles Darwin,dataset\adjusted_dataset\Science-Geography\0000160.jpg,"[[[45, 55], [471, 55], [471, 152], [45, 152]]]","[""darwin theorgl ofspecie""]"
Safari,Dan Kainen,dataset\adjusted_dataset\Science-Geography\0000161.jpg,"[[[40, 50], [474, 50], [474, 172], [40, 172]]]","[""safari""]"
The Shallows,Nicholas Carr,dataset\adjusted_dataset\Science-Geography\0000162.jpg,[],[]
Oxford IB Study Guides: Biology for the IB Diploma,Andrew Allott,dataset\adjusted_dataset\Science-Geography\0000163.jpg,[],[]
Predictably Irrational,Dan Ariely,dataset\adjusted_dataset\Science-Geography\0000164.jpg,"[[[12, 132], [502, 132], [502, 230], [12, 230]]]","[""predictably rrational""]"
Discovering Statistics Using IBM SPSS Statistics,Andy Field,dataset\adjusted_dataset\Science-Geography\0000165.jpg,"[[[21, 4], [504, 4], [504, 238], [21, 238]]]","[""57 discovering statistics using ibm spss statistics""]"
Biocentrism,Robert Lanza,dataset\adjusted_dataset\Science-Geography\0000166.jpg,"[[[37, 229], [470, 229], [470, 271], [37, 271]]]","[""b ! 0 centrism""]"
The Body,Bill Bryson,dataset\adjusted_dataset\Science-Geography\0000167.jpg,"[[[7, 12], [496, 12], [496, 256], [7, 256]]]","[""bill brysoh the body""]"
Piano Time 1,Pauline Hall,dataset\adjusted_dataset\Science-Geography\0000168.jpg,"[[[-13, 1], [471, 1], [471, 203], [-13, 203]]]","[""~nano tjmt 1""]"
Zero Waste Home,Bea Johnson,dataset\adjusted_dataset\Science-Geography\0000169.jpg,"[[[0, 452], [482, 452], [482, 510], [0, 510]]]","[""zero vaste home 3en""]"
The Undoing Project,Michael Lewis,dataset\adjusted_dataset\Science-Geography\0000170.jpg,"[[[0, 344], [512, 344], [512, 512], [0, 512]]]","[""undoing pro jec t 4trimukin tl cheruomlel""]"
You Are Here,Chris Hadfield,dataset\adjusted_dataset\Science-Geography\0000171.jpg,"[[[208, 150], [486, 150], [486, 221], [208, 221]]]","[""ywu are here atenatntxuin?z4nuz""]"
Food For Free,Richard Mabey,dataset\adjusted_dataset\Science-Geography\0000172.jpg,"[[[43, 127], [363, 127], [363, 260], [43, 260]]]","[""food for free""]"
Biology of Belief,Bruce Lipton,dataset\adjusted_dataset\Science-Geography\0000173.jpg,"[[[35, 22], [511, 22], [511, 118], [35, 118]]]","[""the bioloc; a of belief""]"
The Magic of Reality,Richard Dawkins,dataset\adjusted_dataset\Science-Geography\0000174.jpg,"[[[27, 51], [485, 51], [485, 187], [27, 187]]]","[""daw kin s the magic o realily he""]"
The Human Brain Coloring Book,Diamond Books,dataset\adjusted_dataset\Science-Geography\0000175.jpg,"[[[45, 30], [482, 30], [482, 117], [45, 117]]]","[""human brain ~clsr c""]"
Call of the Reed Warbler: A New Agriculture - A New Earth,Charles Massy,dataset\adjusted_dataset\Science-Geography\0000176.jpg,[],[]
Gemstones of the World,Walter Schumann,dataset\adjusted_dataset\Science-Geography\0000177.jpg,"[[[31, 151], [483, 151], [483, 211], [31, 211]]]","[""gemstones 0f tae yorld""]"
Oxford IB Study Guides: Chemistry for the IB Diploma,Geoff Neuss,dataset\adjusted_dataset\Science-Geography\0000178.jpg,[],[]
Cosmos,Carl Sagan,dataset\adjusted_dataset\Science-Geography\0000179.jpg,"[[[4, 209], [473, 209], [473, 302], [4, 302]]]","[""c smos crrl saan""]"
Alex's Adventures in Numberland,Alex Bellos,dataset\adjusted_dataset\Science-Geography\0000180.jpg,"[[[14, 92], [512, 92], [512, 343], [14, 343]]]","[""mventures ih numberland nspmc#es fjln! ilexoaafll \""dvj jr rmknic}""]"
The Art of Frugal Hedonism,Annie Raser-Rowland,dataset\adjusted_dataset\Science-Geography\0000181.jpg,"[[[150, 273], [474, 273], [474, 462], [150, 462]]]","[""the art of frugl hbdonish hmnaum em n""]"
Waking Up,Sam Harris,dataset\adjusted_dataset\Science-Geography\0000182.jpg,"[[[31, 215], [484, 215], [484, 257], [31, 257]]]","[""wafing ut""]"
How to Lie with Statistics,Darrell Huff,dataset\adjusted_dataset\Science-Geography\0000183.jpg,"[[[127, 8], [473, 8], [473, 329], [127, 329]]]","[""how to 10f lie wth statistics""]"
The Art of Electronics,Paul Horowitz,dataset\adjusted_dataset\Science-Geography\0000184.jpg,"[[[363, 429], [455, 429], [455, 469], [363, 469]]]","[""therd eowio4""]"
Life on Air,Sir David Attenborough,dataset\adjusted_dataset\Science-Geography\0000185.jpg,[],[]
"Visible Learning for Mathematics, Grades K-12",John A. Hattie,dataset\adjusted_dataset\Science-Geography\0000186.jpg,"[[[41, 40], [464, 40], [464, 150], [41, 150]]]","[""visible tnnt works learning berto perlmaee sdonl lrarning mxthematicr""]"
The Quantum Universe,Brian Cox,dataset\adjusted_dataset\Science-Geography\0000187.jpg,[],[]
Rewire Your Brain,John B. Arden,dataset\adjusted_dataset\Science-Geography\0000188.jpg,"[[[23, 37], [487, 37], [487, 158], [23, 158]]]","[""rewire yo u 1 b ra in""]"
Naked Statistics,Charles Wheelan,dataset\adjusted_dataset\Science-Geography\0000189.jpg,"[[[4, 22], [507, 22], [507, 72], [4, 72]]]","[""noked statistics""]"
The Female Brain,Louann Brizendine,dataset\adjusted_dataset\Science-Geography\0000190.jpg,"[[[41, 105], [473, 105], [473, 232], [41, 232]]]","[""female braln""]"
The Blank Slate,Steven Pinker,dataset\adjusted_dataset\Science-Geography\0000191.jpg,"[[[24, 56], [464, 56], [464, 183], [24, 183]]]","[""bccvcnfinker the blani slate""]"
Exactly,Simon Winchester,dataset\adjusted_dataset\Science-Geography\0000192.jpg,[],[]
Secrets Of Mental Math,Arthur Benjamin,dataset\adjusted_dataset\Science-Geography\0000193.jpg,"[[[37, 25], [484, 25], [484, 254], [37, 254]]]","[""erge lu secrets 0f mental math""]"
R for Data Science,Garrett Grolemund,dataset\adjusted_dataset\Science-Geography\0000194.jpg,"[[[47, 267], [460, 267], [460, 405], [47, 405]]]","[""r for data science""]"
My Family and Other Animals,Gerald Durrell,dataset\adjusted_dataset\Science-Geography\0000195.jpg,"[[[140, 124], [400, 124], [400, 344], [140, 344]]]","[""mlu ecail 2 0tht animlls""]"
A General Theory Of Love,Thomas Lewis,dataset\adjusted_dataset\Science-Geography\0000196.jpg,"[[[52, 19], [374, 19], [374, 76], [52, 76]]]","[""general thecry 01 lov8""]"
The Medium is the Massage,John Berger,dataset\adjusted_dataset\Science-Geography\0000197.jpg,"[[[31, 15], [465, 15], [465, 153], [31, 153]]]","[""the medium is the massage marshall mcluhan quentin fiore""]"
Failure Is Not an Option,Gene Kranz,dataset\adjusted_dataset\Science-Geography\0000198.jpg,"[[[18, 30], [501, 30], [501, 496], [18, 496]]]","[""failire is not an option 41a dh to dooeol sdoulu ec amd hea4ca 683583 cene kranz""]"
Six Easy Pieces,Richard P. Feynman,dataset\adjusted_dataset\Science-Geography\0000199.jpg,"[[[111, 158], [367, 158], [367, 227], [111, 227]]]","[""5i * east pieces""]"
Wilding,Isabella Tree,dataset\adjusted_dataset\Science-Geography\0000200.jpg,"[[[26, 106], [490, 106], [490, 184], [26, 184]]]","[""wildin1s""]"
The Push,Tommy Caldwell,dataset\adjusted_dataset\Science-Geography\0000201.jpg,[],[]
The Uninhabitable Earth,David Wallace-wells,dataset\adjusted_dataset\Science-Geography\0000202.jpg,"[[[63, 141], [450, 141], [450, 238], [63, 238]]]","[""uninhabitable earth""]"
Descartes' Error,Antonio Damasio,dataset\adjusted_dataset\Science-Geography\0000203.jpg,"[[[20, 43], [501, 43], [501, 174], [20, 174]]]","[""descartes' erro r""]"
Longitude,Dava Sobel,dataset\adjusted_dataset\Science-Geography\0000204.jpg,"[[[44, 40], [470, 40], [470, 92], [44, 92]]]","[""longitude""]"
On the Origin of Species,Charles Darwin,dataset\adjusted_dataset\Science-Geography\0000205.jpg,"[[[43, 352], [354, 352], [354, 404], [43, 404]]]","[""chra:vannn untheuriginosnrcies""]"
The Maze Runner,James Dashner,dataset\adjusted_dataset\Science-Geography\0000206.jpg,"[[[28, 195], [486, 195], [486, 304], [28, 304]]]","[""maze runner""]"
The Sixth Extinction,Kolbert,dataset\adjusted_dataset\Science-Geography\0000207.jpg,"[[[10, 34], [502, 34], [502, 257], [10, 257]]]","[""the sixth extinction ah whnatral histday""]"
Bullshit Jobs,David Graeber,dataset\adjusted_dataset\Science-Geography\0000208.jpg,"[[[137, 170], [373, 170], [373, 275], [137, 275]]]","[""bullsh*t obs""]"
The Polyvagal Theory in Therapy,Deborah A. Dana,dataset\adjusted_dataset\Science-Geography\0000209.jpg,"[[[25, 57], [391, 57], [391, 343], [25, 343]]]","[""the polyvagal theory therapy""]"
The Psychobiotic Revolution,Scott C. Anderson,dataset\adjusted_dataset\Science-Geography\0000210.jpg,"[[[39, 201], [479, 201], [479, 338], [39, 338]]]","[""psychoblotic revolution tnr ar tti l tmlie""]"
The Physiology Coloring Book,Wynn Kapit,dataset\adjusted_dataset\Science-Geography\0000211.jpg,"[[[63, 38], [434, 38], [434, 119], [63, 119]]]","[""physiology cooring bock""]"
The Code Book,Dr. Simon Singh,dataset\adjusted_dataset\Science-Geography\0000212.jpg,[],[]
Spell Of The Sensuous,David Abram,dataset\adjusted_dataset\Science-Geography\0000213.jpg,[],[]
The Power Broker,Robert A. Caro,dataset\adjusted_dataset\Science-Geography\0000214.jpg,[],[]
Peak,Anders Ericsson,dataset\adjusted_dataset\Science-Geography\0000215.jpg,[],[]
The Theory of Everything,Stephen Hawking,dataset\adjusted_dataset\Science-Geography\0000216.jpg,"[[[29, 330], [487, 330], [487, 470], [29, 470]]]","[""the theory of everything tef miigvavn fatfif th: ivmfrsf""]"
Classical Mechanics,George Hrabovsky,dataset\adjusted_dataset\Science-Geography\0000217.jpg,"[[[128, 182], [384, 182], [384, 307], [128, 307]]]","[""classical mechanics thc thcor licai niimum""]"
A Briefer History of Time,Stephen Hawking,dataset\adjusted_dataset\Science-Geography\0000218.jpg,"[[[53, 356], [461, 356], [461, 492], [53, 492]]]","[""a bhieter history of time""]"
Illustrated Herbiary: Guidance and Rituals from 36 Bewitching Botanicals,Maia Toll,dataset\adjusted_dataset\Science-Geography\0000219.jpg,[],[]
Elon Musk,Ashlee Vance,dataset\adjusted_dataset\Science-Geography\0000220.jpg,"[[[0, 292], [512, 292], [512, 411], [0, 411]]]","[""elon musk tnn dudr""]"
Jupiter's Travels,Ted Simon,dataset\adjusted_dataset\Science-Geography\0000221.jpg,"[[[57, 43], [463, 43], [463, 139], [57, 139]]]","[""jutr & tcle""]"
How to Teach Quantum Physics to Your Dog,Chad Orzel,dataset\adjusted_dataset\Science-Geography\0000222.jpg,"[[[36, 135], [503, 135], [503, 358], [36, 358]]]","[""how to teach quantum phzsics f 1777 to your dog""]"
My Hidden Chimp,Steve Peters,dataset\adjusted_dataset\Science-Geography\0000223.jpg,"[[[67, 109], [441, 109], [441, 233], [67, 233]]]","[""hidden chimp""]"
The Girl of Ink & Stars,Kiran Millwood Hargrave,dataset\adjusted_dataset\Science-Geography\0000224.jpg,"[[[81, 94], [429, 94], [429, 496], [81, 496]]]","[""\""txe gtrl cf . tnk 6 strs koran #nfitd hlatrtr""]"
The Sports Gene,David Epstein,dataset\adjusted_dataset\Science-Geography\0000225.jpg,"[[[59, 47], [391, 47], [391, 91], [59, 91]]]","[""sport $""]"
Growing Gourmet & Medicinal Mush,Paul Stamets,dataset\adjusted_dataset\Science-Geography\0000226.jpg,"[[[9, 7], [499, 7], [499, 504], [9, 504]]]","[""growing gourmet and merlicinal mlushrooms thid funion l t\""ul stamets""]"
NeuroTribes,Steve Silberman,dataset\adjusted_dataset\Science-Geography\0000227.jpg,"[[[0, 188], [512, 188], [512, 240], [0, 240]]]","[""n e u r o tr ! b e 5""]"
The Brain,David Eagleman,dataset\adjusted_dataset\Science-Geography\0000228.jpg,"[[[199, 42], [313, 42], [313, 78], [199, 78]]]","[""the""]"
Unlikely Friendships,Jennifer S. Holland,dataset\adjusted_dataset\Science-Geography\0000229.jpg,"[[[22, 52], [479, 52], [479, 266], [22, 266]]]","[""unlikely friendships 17 balnur aokil aunlkitot\""""]"
Stiff,Mary Roach,dataset\adjusted_dataset\Science-Geography\0000230.jpg,"[[[63, 12], [492, 12], [492, 199], [63, 199]]]","[""c i stiff""]"
The Master Algorithm,Pedro Domingos,dataset\adjusted_dataset\Science-Geography\0000231.jpg,"[[[134, 222], [371, 222], [371, 295], [134, 295]]]","[""the master agorithm""]"
Drawdown,Paul Hawken,dataset\adjusted_dataset\Science-Geography\0000232.jpg,[],[]
Art Forms in Nature: The Prints of Ernst Haeckel,Ernst Haeckel,dataset\adjusted_dataset\Science-Geography\0000233.jpg,"[[[243, 296], [483, 296], [483, 422], [243, 422]]]","[""trt forms 111 nature""]"
Vegetable Growing Month-by-Month,John Harrison,dataset\adjusted_dataset\Science-Geography\0000234.jpg,"[[[0, 266], [499, 266], [499, 449], [0, 449]]]","[""vegetable growing month bymonta tg dur l cjr qudelofiotet rou \""touoki #mletr\""""]"
Erebus: The Story of a Ship,Michael Palin,dataset\adjusted_dataset\Science-Geography\0000235.jpg,"[[[52, 330], [458, 330], [458, 413], [52, 413]]]","[""erebus 7 d  ats""]"
Junk DNA,Nessa Carey,dataset\adjusted_dataset\Science-Geography\0000236.jpg,[],[]
The Origin of Species,Charles Darwin,dataset\adjusted_dataset\Science-Geography\0000237.jpg,"[[[94, 342], [467, 342], [467, 400], [94, 400]]]","[""4liny 7le orixin %| spcei""]"
The Phantom Atlas,Edward Brooke-hitching,dataset\adjusted_dataset\Science-Geography\0000238.jpg,"[[[73, 225], [442, 225], [442, 304], [73, 304]]]","[""phantom atlas edytld doclancihc""]"
A Zero Waste Life,Anita Vandyke,dataset\adjusted_dataset\Science-Geography\0000239.jpg,"[[[156, 228], [496, 228], [496, 318], [156, 318]]]","[""waste life: n t m ! ri 1 v * i $""]"
Fermat's Last Theorem,Dr. Simon Singh,dataset\adjusted_dataset\Science-Geography\0000240.jpg,"[[[44, 358], [474, 358], [474, 483], [44, 483]]]","[""fermat's last theorea stnon siagh""]"
Small Is Beautiful,E. F. Schumacher,dataset\adjusted_dataset\Science-Geography\0000241.jpg,"[[[0, 420], [441, 420], [441, 487], [0, 487]]]","[""smajl i: bciuliril jrob\""""]"
Pure Soapmaking,Anne-marie Faiola,dataset\adjusted_dataset\Science-Geography\0000242.jpg,"[[[32, 50], [450, 50], [450, 294], [32, 294]]]","[""ppure soapmaking""]"
The Diet Myth,Tim Spector,dataset\adjusted_dataset\Science-Geography\0000243.jpg,"[[[95, 122], [415, 122], [415, 239], [95, 239]]]","[""d | e t myth""]"
The Elements,Nick Mann,dataset\adjusted_dataset\Science-Geography\0000244.jpg,"[[[96, 128], [512, 128], [512, 406], [96, 406]]]","[""ak eelements nom xe""]"
Landmarks,Robert Macfarlane,dataset\adjusted_dataset\Science-Geography\0000245.jpg,"[[[25, 168], [484, 168], [484, 276], [25, 276]]]","[""macfarlane landmarks""]"
Art Forms in Nature,Ernst Haeckel,dataset\adjusted_dataset\Science-Geography\0000246.jpg,"[[[152, 94], [362, 94], [362, 213], [152, 213]]]","[""art fojrms in nature hmnni""]"
The Brain that Changes Itself: stories of personal triumph from the frontiers of brain science,Norman Doidge,dataset\adjusted_dataset\Science-Geography\0000247.jpg,[],[]
The Secret Life of Plants,Peter Tompkins,dataset\adjusted_dataset\Science-Geography\0000248.jpg,[],[]
The Elegant Universe,Brian Greene,dataset\adjusted_dataset\Science-Geography\0000249.jpg,[],[]
Oxford IB Diploma Programme: Biology Course Companion,Andrew Allott,dataset\adjusted_dataset\Science-Geography\0000250.jpg,[],[]
The Order of Time,Carlo Rovelli,dataset\adjusted_dataset\Science-Geography\0000251.jpg,"[[[35, 100], [295, 100], [295, 389], [35, 389]]]","[""the order of time carlo rovelli""]"
Sand County Almanac,Aldo Leopold,dataset\adjusted_dataset\Science-Geography\0000252.jpg,"[[[124, 29], [416, 29], [416, 120], [124, 120]]]","[""sua county almarac""]"
Water,John Palmer,dataset\adjusted_dataset\Science-Geography\0000253.jpg,"[[[160, 92], [500, 92], [500, 164], [160, 164]]]","[""water""]"
"""Surely You're Joking, Mr. Feynman!""",Richard P. Feynman,dataset\adjusted_dataset\Science-Geography\0000254.jpg,"[[[151, 39], [489, 39], [489, 172], [151, 172]]]","[""esurely you re joking, mr feynman!""]"
An Introduction to Statistical Learning,Gareth James,dataset\adjusted_dataset\Science-Geography\0000255.jpg,"[[[62, 164], [396, 164], [396, 334], [62, 334]]]","[""anintroduction tb statistical lextning fuh #peiaucs in k""]"
The Holographic Universe,Professor Michael Talbot,dataset\adjusted_dataset\Science-Geography\0000256.jpg,"[[[9, 87], [512, 87], [512, 211], [9, 211]]]","[""holographic universe""]"
Chaos,James Gleick,dataset\adjusted_dataset\Science-Geography\0000257.jpg,"[[[24, 202], [494, 202], [494, 274], [24, 274]]]","[""chaos""]"
Off the Map,Alastair Bonnett,dataset\adjusted_dataset\Science-Geography\0000258.jpg,"[[[41, 268], [461, 268], [461, 350], [41, 350]]]","[""lajot eamtd off tkf map""]"
Are You My Mother?,P. D Eastman,dataset\adjusted_dataset\Science-Geography\0000259.jpg,"[[[38, 21], [357, 21], [357, 211], [38, 211]]]","[""are you my mother?""]"
The Uninhabitable Earth,David Wallace-wells,dataset\adjusted_dataset\Science-Geography\0000260.jpg,"[[[58, 130], [452, 130], [452, 365], [58, 365]]]","[""uninhabitable earth  fdat dm tim mutua david wallace-wells""]"
Feral,George Monbiot,dataset\adjusted_dataset\Science-Geography\0000261.jpg,"[[[307, 145], [337, 145], [337, 157], [307, 157]]]","[""fan""]"
"Guns, Germs, and Steel",Jared Diamond,dataset\adjusted_dataset\Science-Geography\0000262.jpg,"[[[13, 221], [477, 221], [477, 512], [13, 512]]]","[""guns germs; llaal steel fitl a hualia buciml mred damond""]"
Structures,J. Gordon,dataset\adjusted_dataset\Science-Geography\0000263.jpg,"[[[46, 187], [503, 187], [503, 262], [46, 262]]]","[""slltures qatto ut""]"
The New World Champion Paper Airplane Book,John M. Collins,dataset\adjusted_dataset\Science-Geography\0000264.jpg,"[[[21, 37], [484, 37], [484, 486], [21, 486]]]","[""the new world champion nu rng ertwild paper airplane book im dn\""krl jcihm collins""]"
Against the Gods,Peter L. Bernstein,dataset\adjusted_dataset\Science-Geography\0000265.jpg,"[[[36, 28], [473, 28], [473, 155], [36, 155]]]","[""against the gods unun~iit 9o de ur""]"
Balanced and Barefoot,Angela J. Hanscom,dataset\adjusted_dataset\Science-Geography\0000266.jpg,"[[[68, 264], [442, 264], [442, 460], [68, 460]]]","[""balanced and barefuot""]"
A Brief History of Everyone Who Ever Lived,Adam Rutherford,dataset\adjusted_dataset\Science-Geography\0000267.jpg,"[[[36, 166], [455, 166], [455, 286], [36, 286]]]","[""history of everyone""]"
Adam Spencer's Book of Numbers,Adam Spencer,dataset\adjusted_dataset\Science-Geography\0000268.jpg,"[[[174, 200], [464, 200], [464, 232], [174, 232]]]","[""adam speneerts""]"
The Longevity Paradox,Steven R. Gundry,dataset\adjusted_dataset\Science-Geography\0000269.jpg,"[[[95, 37], [490, 37], [490, 143], [95, 143]]]","[""longevity paradox""]"
This Explains Everything,John Brockman,dataset\adjusted_dataset\Science-Geography\0000270.jpg,"[[[35, 323], [489, 323], [489, 391], [35, 391]]]","[""everything""]"
The Moral Landscape,Sam Harris,dataset\adjusted_dataset\Science-Geography\0000271.jpg,"[[[11, 203], [512, 203], [512, 339], [11, 339]]]","[""moral landscape""]"
In Praise of Walking,Shane O'Mara,dataset\adjusted_dataset\Science-Geography\0000272.jpg,"[[[65, 175], [312, 175], [312, 225], [65, 225]]]","[""praise""]"
Curious George and the Firefighters,Margret Rey,dataset\adjusted_dataset\Science-Geography\0000273.jpg,"[[[39, 34], [480, 34], [480, 301], [39, 301]]]","[""margret & ha-rey's cwiows geoige oths fvretiaiters g#ua acitmitis \""#s1\""""]"
The Mind-Gut Connection,Emeran Mayer,dataset\adjusted_dataset\Science-Geography\0000274.jpg,"[[[0, 28], [512, 28], [512, 139], [0, 139]]]","[""mind-gul connectton""]"
Human Universe,Brian Cox,dataset\adjusted_dataset\Science-Geography\0000275.jpg,"[[[85, 111], [436, 111], [436, 151], [85, 151]]]","[""universe""]"
"Hello, is this planet Earth?",Tim Peake,dataset\adjusted_dataset\Science-Geography\0000276.jpg,"[[[22, 14], [488, 14], [488, 229], [22, 229]]]","[""tim peake hello, i5 nfs planet earth? gtre nen tn lntur \""faeur""]"
How to Choose the Sex of Your Baby,Landrum B Shettles,dataset\adjusted_dataset\Science-Geography\0000277.jpg,[],[]
Last Chance To See,Douglas Adams,dataset\adjusted_dataset\Science-Geography\0000278.jpg,"[[[21, 153], [481, 153], [481, 395], [21, 395]]]","[""carwardine last chance tosee tit ilicilllewca""]"
The Science Delusion,Rupert Sheldrake,dataset\adjusted_dataset\Science-Geography\0000279.jpg,"[[[0, 189], [512, 189], [512, 337], [0, 337]]]","[""scaince deluson""]"
Molecules,Nick Mann,dataset\adjusted_dataset\Science-Geography\0000280.jpg,"[[[114, 204], [497, 204], [497, 294], [114, 294]]]","[""molecules""]"
The Omnivore's Dilemma,Michael Pollan,dataset\adjusted_dataset\Science-Geography\0000281.jpg,"[[[41, 75], [463, 75], [463, 209], [41, 209]]]","[""omnivore 5 dilemma fcun""]"
Mad About Sharks,Deborah Jane Murrell,dataset\adjusted_dataset\Science-Geography\0000282.jpg,"[[[51, 19], [503, 19], [503, 149], [51, 149]]]","[""maj *bcu+ sharks""]"
Other Minds,Peter Godfrey-Smith,dataset\adjusted_dataset\Science-Geography\0000283.jpg,"[[[37, 362], [478, 362], [478, 441], [37, 441]]]","[""oth e r minds dcoun lve di""]"
The Snow Leopard,Peter Matthiessen,dataset\adjusted_dataset\Science-Geography\0000284.jpg,"[[[180, 385], [470, 385], [470, 417], [180, 417]]]","[""tlc shew leopan""]"
David and Goliath,Malcolm Gladwell,dataset\adjusted_dataset\Science-Geography\0000285.jpg,"[[[84, 290], [426, 290], [426, 424], [84, 424]]]","[""lavid 8 goliath""]"
Figuring,Maria Popova,dataset\adjusted_dataset\Science-Geography\0000286.jpg,[],[]
The Elephant Whisperer,Lawrence Anthony,dataset\adjusted_dataset\Science-Geography\0000287.jpg,"[[[8, 300], [488, 300], [488, 482], [8, 482]]]","[""elephant whis erer lnrenee nthont""]"
The Radium Girls,Kate Moore,dataset\adjusted_dataset\Science-Geography\0000288.jpg,"[[[88, 138], [432, 138], [432, 300], [88, 300]]]","[""radium girls qel laud eta""]"
My Book Of Number Games 1-150,Publishing Kumon,dataset\adjusted_dataset\Science-Geography\0000289.jpg,"[[[17, 3], [501, 3], [501, 198], [17, 198]]]","[""kumcn bu 4.5.6 mr book e numbr games 1-150 cennfri-the dots & color-by-number""]"
Wildwood,Roger Deakin,dataset\adjusted_dataset\Science-Geography\0000290.jpg,[],[]
RHS Latin for Gardeners,Royal Horticultural Society,dataset\adjusted_dataset\Science-Geography\0000291.jpg,"[[[106, 204], [410, 204], [410, 234], [106, 234]]]","[""gardener s""]"
Head Strong,Dave Asprey,dataset\adjusted_dataset\Science-Geography\0000292.jpg,[],[]
How Not to Be Wrong,Jordan Ellenberg,dataset\adjusted_dataset\Science-Geography\0000293.jpg,"[[[0, 118], [512, 118], [512, 473], [0, 473]]]","[""how notto be wrong the powerof mathematical thinking jordan ellenberg""]"
The Language Instinct,Steven Pinker,dataset\adjusted_dataset\Science-Geography\0000294.jpg,"[[[25, 271], [493, 271], [493, 463], [25, 463]]]","[""la o g u a g \u20ac ijtinct jteven pimhea""]"
The Vital Question,Nick Lane,dataset\adjusted_dataset\Science-Geography\0000295.jpg,"[[[29, 55], [487, 55], [487, 233], [29, 233]]]","[""nick lane the vital question""]"
Neurocomic,Matteo Farinella,dataset\adjusted_dataset\Science-Geography\0000296.jpg,"[[[92, 86], [426, 86], [426, 118], [92, 118]]]","[""neurucomic""]"
Active Hope,Joanna R. Macy,dataset\adjusted_dataset\Science-Geography\0000297.jpg,"[[[205, 123], [476, 123], [476, 218], [205, 218]]]","[""active hope""]"
Biomimicry,Janine M. Benyus,dataset\adjusted_dataset\Science-Geography\0000298.jpg,"[[[35, 111], [475, 111], [475, 155], [35, 155]]]","[""bi 0 mtmicry""]"
The Field,Lynne McTaggart,dataset\adjusted_dataset\Science-Geography\0000299.jpg,"[[[175, 7], [335, 7], [335, 73], [175, 73]]]","[""the""]"
The Dyslexic Advantage,Brock L Eide,dataset\adjusted_dataset\Science-Geography\0000300.jpg,"[[[63, 177], [453, 177], [453, 341], [63, 341]]]","[""dyslexic advantage unlarkinp jia nind  dy ic bgin""]"
Wonders of the Universe,Brian Cox,dataset\adjusted_dataset\Science-Geography\0000301.jpg,"[[[130, 77], [497, 77], [497, 297], [130, 297]]]","[""w nders of the tjniverse brian cox lee djn""]"
Cradle to Cradle,Michael Braungart,dataset\adjusted_dataset\Science-Geography\0000302.jpg,"[[[135, 29], [365, 29], [365, 273], [135, 273]]]","[""cradle to cradle re nakit = thehf i4e flke th0g5""]"
The Butchering Art,Lindsey Fitzharris,dataset\adjusted_dataset\Science-Geography\0000303.jpg,"[[[0, 0], [512, 0], [512, 243], [0, 243]]]","[""bhechereng art""]"
The Pocket Guide to The Polyvagal Theory,Stephen Porges,dataset\adjusted_dataset\Science-Geography\0000304.jpg,"[[[83, 122], [464, 122], [464, 294], [83, 294]]]","[""tae pocket guide to the poltvagal theory ihe tronstormorive fowyero fceling sofe""]"
The Illustrated Brief History Of Time,Stephen Hawking,dataset\adjusted_dataset\Science-Geography\0000305.jpg,"[[[29, 26], [473, 26], [473, 145], [29, 145]]]","[""tlleet rtt\"" a bkief ahstore ot ttme""]"
How to Be Human,Ruby Wax,dataset\adjusted_dataset\Science-Geography\0000306.jpg,"[[[12, 19], [501, 19], [501, 290], [12, 290]]]","[""ruby wax hnha m jili 44 howto c be human""]"
Midnight in Chernobyl,Adam Higginbotham,dataset\adjusted_dataset\Science-Geography\0000307.jpg,"[[[11, 147], [512, 147], [512, 384], [11, 384]]]","[""midnight 1n chernobyl""]"
